ANO,Mes,Dia,Dia Juliano,Hora,Calor sensível,velo_atrito,velo_convectiva,Gradiente temp,Altura mistura convecção,Altura mistura mec ,Monin-Obukhov,Comp_rug_sup,razão de Bowen,Albedo ,Velo_vento,Dir_vento,Alt_anemômetro,Temperatura,Alt_medição,cod_prec,Quant_prec,humidade relativa,pressao,cobertura de nuvens,ajuste,interpolacao
23,7,12 19,3,1,-3.3,0.072,-9,-9,-999,46,10.3,0.2182,0.82,1,1.5,203,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,2,-1.4,0.046,-9,-9,-999,23,6.4,0.1765,0.82,1,1,283,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,3,-3.4,0.073,-9,-9,-999,48,10.6,0.2358,0.82,1,1.5,253,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,4,-1.4,0.046,-9,-9,-999,23,6.4,0.1765,0.82,1,1,274,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,5,-3.4,0.073,-9,-9,-999,48,10.6,0.2358,0.82,1,1.5,247,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,6,-3,0.069,-9,-9,-999,43,9.6,0.1765,0.82,1,1.5,270,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,7,-3,0.069,-9,-9,-999,43,9.6,0.1765,0.82,1,1.5,280,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,8,-4.6,0.088,-9,-9,-999,63,13.5,0.1186,0.82,0.58,2.1,24,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,9,24.6,0.265,0.474,0.005,156,328,-68.6,0.1765,0.82,0.31,2.6,308,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,10,59.4,0.161,0.842,0.005,362,160,-6.3,0.0744,0.82,0.22,1.5,338,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,11,85.5,0.21,1.082,0.006,534,231,-9.7,0.2358,0.82,0.2,1.5,269,14,291.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,12,101.5,0.287,1.245,0.006,685,368,-20.9,0.0744,0.82,0.19,3.1,317,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,13,106.1,0.216,1.334,0.007,808,243,-8.6,0.0744,0.82,0.19,2.1,316,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,14,99.6,0.161,1.346,0.007,883,156,-3.8,0.2168,0.82,0.19,1,999,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,15,82.2,0.158,1.289,0.007,940,150,-4.3,0.2182,0.82,0.2,1,181,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,16,54.4,0.098,1.138,0.007,977,74,-1.5,0.2182,0.82,0.23,0.5,216,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,17,18.7,0.135,0.8,0.007,989,119,-11.9,0.2358,0.82,0.33,1,249,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,18,-0.4,0.024,-9,-9,-999,35,3.5,0.2168,0.82,0.67,0.5,999,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,19,-1.5,0.049,-9,-9,-999,26,7.1,0.2358,0.82,1,1,230,14,292.6,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,20,-1.5,0.048,-9,-9,-999,25,6.9,0.2168,0.82,1,1,999,14,292.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,21,-4.5,0.08,-9,-9,-999,55,10.2,0.0744,0.82,1,2.1,338,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,22,-26.1,0.355,-9,-9,-999,509,154.8,0.2182,0.82,1,4.1,183,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,23,-36.4,0.496,-9,-9,-999,837,301,0.1186,0.82,1,6.2,12,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,12 19,3,24,-29.2,0.397,-9,-9,-999,609,193.6,0.1186,0.82,1,5.1,5,14,294.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,13 19,4,1,-50.5,0.685,-9,-9,-999,1361,573.2,0.1765,0.82,1,7.7,299,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,13 19,4,2,-24.8,0.336,-9,-9,-999,618,137.8,0.1765,0.82,1,4.1,299,14,293.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,7,13 19,4,3,-64,0.731,-9,-9,-999,1499,549,0.0744,0.82,1,9.8,348,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,13 19,4,4,-57.3,0.644,-9,-9,-999,1252,419.9,0.0744,0.82,1,8.7,326,14,293.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,13 19,4,5,-60.2,0.56,-9,-9,-999,1014,262.2,0.0744,0.82,1,7.7,329,14,294.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,6,-20.6,0.192,-9,-9,-999,410,30.8,0.0744,0.82,1,3.6,338,14,294.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,7,-47,0.437,-9,-9,-999,693,159.9,0.0744,0.82,1,6.2,320,14,294.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,8,-64,0.834,-9,-9,-999,1829,817,0.1765,0.82,0.58,9.3,297,14,294.1,2,0,0,64,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,9,31.2,1.365,0.553,0.005,194,3819,-7332.7,0.1765,0.82,0.3,14.9,304,14,294.1,2,0,0,56,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,10,85,0.954,1.029,0.005,461,2499,-920.9,0.1765,0.82,0.22,10.3,291,14,294.1,2,0,0,53,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,11,127.7,0.96,1.347,0.005,690,2271,-623,0.1765,0.82,0.2,10.3,280,14,294.1,2,0,0,53,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,12,151.1,1.095,1.522,0.005,842,2737,-783.7,0.1765,0.82,0.19,11.8,283,14,293.1,2,0,0,53,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,13,158.1,1.609,1.624,0.005,976,3982,-2371.9,0.1765,0.82,0.19,17.5,292,14,293.1,2,0,0,53,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,14,146.1,1.463,1.638,0.005,1086,3999,-1932.2,0.1765,0.82,0.19,15.9,292,14,293.1,2,0,0,53,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,15,119.7,1.417,1.572,0.005,1170,4000,-2138.3,0.1765,0.82,0.2,15.4,287,14,294.1,2,0,0,49,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,16,77,1.368,1.376,0.005,1219,3855,-2998,0.1765,0.82,0.23,14.9,287,14,294.1,2,0,0,49,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,17,22.5,0.808,0.917,0.005,1237,2210,-2116.1,0.2358,0.82,0.33,8.2,254,14,295.6,2,0,0,45,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,18,-52.3,0.51,-9,-9,-999,1128,229.1,0.2182,0.82,0.67,5.7,207,14,296.1,2,0,0,44,1010,1,NAD-SFC,NoSubs
23,7,13 19,4,19,-35.5,0.345,-9,-9,-999,557,104.1,0.2358,0.82,1,4.1,232,14,295.1,2,0,0,43,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,20,-41,0.463,-9,-9,-999,756,217.9,0.2358,0.82,1,5.1,260,14,294.1,2,0,0,49,1010,6,NAD-SFC,NoSubs
23,7,13 19,4,21,-11.6,0.125,-9,-9,-999,304,15.1,0.2182,0.82,1,2.6,218,14,292.1,2,0,0,56,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,22,-12,0.127,-9,-9,-999,119,15.5,0.2358,0.82,1,2.6,239,14,292.1,2,0,0,56,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,23,-4,0.073,-9,-9,-999,49,8.9,0.2358,0.82,1,1.5,257,14,291.1,2,0,0,60,1010,3,NAD-SFC,NoSubs
23,7,13 19,4,24,-1.6,0.048,-9,-9,-999,25,6.2,0.2168,0.82,1,1,999,14,290.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,14 19,5,1,-1.7,0.048,-9,-9,-999,25,5.8,0.2168,0.82,1,1,999,14,289.1,2,0,0,72,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,2,-29.6,0.282,-9,-9,-999,359,68,0.2358,0.82,1,3.6,263,14,289.1,2,0,0,72,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,3,-4,0.073,-9,-9,-999,119,8.9,0.2358,0.82,1,1.5,244,14,289.1,2,0,0,68,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,4,-11.7,0.125,-9,-9,-999,106,15,0.2182,0.82,1,2.6,201,14,288.1,2,0,0,67,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,5,-43.5,0.415,-9,-9,-999,641,147.5,0.1644,0.82,1,5.1,178,14,289.1,2,0,0,63,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,6,-41.3,0.392,-9,-9,-999,590,131.3,0.2182,0.82,1,4.6,193,14,288.1,2,0,0,63,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,7,-26.1,0.287,-9,-9,-999,376,81.7,0.2182,0.82,1,3.6,192,14,287.1,2,0,0,67,1010,6,NAD-SFC,NoSubs
23,7,14 19,5,8,-52.6,0.565,-9,-9,-999,1020,309.2,0.2182,0.82,0.58,6.2,195,14,287.1,2,0,0,63,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,9,28.9,0.324,0.7,0.005,427,502,-106.2,0.2182,0.82,0.3,3.1,192,14,287.1,2,0,0,67,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,10,82.7,0.264,1.273,0.005,900,329,-20,0.2358,0.82,0.22,2.1,237,14,287.1,2,0,0,63,1010,1,NAD-SFC,Sub_CC
23,7,14 19,5,11,123.4,0.358,1.588,0.005,1171,514,-33.5,0.2182,0.82,0.2,3.1,193,14,288.1,2,0,0,63,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,12,147.9,0.538,1.803,0.005,1432,946,-94.6,0.2182,0.82,0.19,5.1,192,14,289.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,13,155.4,0.592,1.991,0.005,1833,1092,-120.4,0.2182,0.82,0.19,5.7,188,14,290.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,14,145.5,0.59,1.993,0.005,1964,1089,-127.3,0.2182,0.82,0.19,5.7,180,14,290.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,15,121.6,0.501,1.91,0.005,2069,860,-93.1,0.1644,0.82,0.2,5.1,174,14,291.1,2,0,0,52,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,16,79.8,0.541,1.678,0.005,2136,955,-178.9,0.1644,0.82,0.23,5.7,176,14,292.1,2,0,0,49,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,17,25.2,0.367,1.147,0.005,2156,559,-176.1,0.2182,0.82,0.33,3.6,188,14,292.1,2,0,0,52,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,18,-41.2,0.418,-9,-9,-999,648,159.3,0.1644,0.82,0.66,5.1,147,14,292.1,2,0,0,56,1010,3,NAD-SFC,NoSubs
23,7,14 19,5,19,-39.3,0.361,-9,-9,-999,524,108.3,0.1644,0.82,1,4.6,145,14,291.1,2,0,0,64,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,20,-39.4,0.361,-9,-9,-999,521,107.8,0.1644,0.82,1,4.6,141,14,290.1,2,0,0,68,1010,1,NAD-SFC,NoSubs
23,7,14 19,5,21,-999,-9,-9,-9,-999,-999,-99999,0.1644,0.82,1,2.6,145,14,288.1,2,0,0,77,1010,99,NAD-SFC,NoSubs
23,7,14 19,5,22,-999,-9,-9,-9,-999,-999,-99999,0.1644,0.82,1,3.1,136,14,288.1,2,0,0,77,1010,99,NAD-SFC,NoSubs
23,7,14 19,5,23,-999,-9,-9,-9,-999,-999,-99999,0.2182,0.82,1,3.1,186,14,287.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,7,14 19,5,24,-41.3,0.392,-9,-9,-999,589,131.3,0.2182,0.82,1,4.6,180,14,288.1,2,0,0,72,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,1,-26.1,0.287,-9,-9,-999,375,81.7,0.2182,0.82,1,3.6,180,14,287.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,2,-20.1,0.222,-9,-9,-999,252,49,0.2182,0.82,1,3.1,184,14,288.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,3,-18.1,0.2,-9,-9,-999,214,39.7,0.1644,0.82,1,3.1,168,14,288.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,4,-9.9,0.117,-9,-9,-999,98,14.6,0.1644,0.82,1,2.6,178,14,287.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,5,-7.1,0.101,-9,-9,-999,77,13,0.2182,0.82,1,2.1,204,14,287.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,6,-6.4,0.094,-9,-9,-999,70,11.8,0.1644,0.82,1,2.1,178,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,7,-999,-9,-9,-9,-999,-999,-99999,0.2168,0.82,1,0,0,14,285.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,8,-0.3,0.021,-9,-9,-999,7,2.9,0.1186,0.82,0.58,0.5,36,14,284.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,9,32.1,0.135,0.627,0.005,276,119,-6.9,0.1765,0.82,0.3,1,274,14,284.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,10,82.1,-9,-9,-9,545,-999,-99999,0.2168,0.82,0.22,0,0,14,283.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,7,15 19,6,11,125.8,0.301,1.409,0.005,802,396,-19.5,0.1765,0.82,0.2,2.6,282,14,286.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,12,149.9,0.21,1.597,0.005,979,235,-5.6,0.1765,0.82,0.19,1.5,304,14,287.1,2,0,0,94,1010,3,NAD-SFC,Sub_CC
23,7,15 19,6,13,157.4,0.195,1.702,0.005,1130,207,-4.2,0.1186,0.82,0.19,1.5,1,14,288.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,14,134,0.176,1.667,0.005,1247,177,-3.7,0.0744,0.82,0.19,1.5,353,14,290.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,15,111.1,0.324,1.602,0.005,1336,442,-27.5,0.0744,0.82,0.2,3.6,328,14,291.1,2,0,0,64,1010,6,NAD-SFC,NoSubs
23,7,15 19,6,16,80.4,0.246,1.461,0.005,1398,296,-16.7,0.0744,0.82,0.23,2.6,328,14,292.1,2,0,0,60,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,17,25.8,0.332,1.004,0.005,1416,460,-128.2,0.0744,0.82,0.33,4.1,348,14,292.1,2,0,0,64,1010,3,NAD-SFC,Sub_CC
23,7,15 19,6,18,-34.1,0.348,-9,-9,-999,492,111,0.0744,0.82,0.66,5.1,351,14,292.1,2,0,0,68,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,19,-34.8,0.335,-9,-9,-999,466,97.3,0.1186,0.82,1,4.6,12,14,292.1,2,0,0,64,1010,3,NAD-SFC,NoSubs
23,7,15 19,6,20,-36.1,0.332,-9,-9,-999,460,91.6,0.1186,0.82,1,4.6,24,14,291.1,2,0,0,68,1010,1,NAD-SFC,NoSubs
23,7,15 19,6,21,-13.8,0.13,-9,-9,-999,158,14.3,0.1186,0.82,1,3.1,9,14,290.1,2,0,0,77,1010,1,NAD-SFC,NoSubs
23,7,15 19,6,22,-999,-9,-9,-9,-999,-999,-99999,0.2628,0.82,1,1,83,14,288.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,7,15 19,6,23,-999,-9,-9,-9,-999,-999,-99999,0.2168,0.82,1,1,999,14,288.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,7,15 19,6,24,-999,-9,-9,-9,-999,-999,-99999,0.2168,0.82,1,1.5,999,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,1,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,1,1,356,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,2,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,1,1,360,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,3,-999,-9,-9,-9,-999,-999,-99999,0.484,0.82,1,2.1,120,14,286.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,4,-999,-9,-9,-9,-999,-999,-99999,0.1765,0.82,1,3.1,286,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,5,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,1,3.1,344,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,6,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,1,4.1,360,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,7,-999,-9,-9,-9,-999,-999,-99999,0.1765,0.82,1,2.1,305,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,8,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,0.57,2.6,330,14,287.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,9,-999,-9,-9,-9,-999,-999,-99999,0.0744,0.82,0.3,3.6,324,14,287.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,10,79.9,0.422,-9,-9,-999,658,-84.8,0.0744,0.82,0.22,5.1,337,14,288.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,16 19,7,11,115,0.204,-9,-9,-999,268,-6.7,0.1765,0.82,0.2,1.5,314,14,288.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,16 19,7,12,151.2,0.28,-9,-9,-999,355,-13.1,0.2358,0.82,0.19,2.1,266,14,289.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,7,16 19,7,13,157,0.171,-9,-9,-999,175,-2.9,0.2168,0.82,0.19,1,999,14,291.1,2,0,0,77,1010,1,NAD-SFC,NoSubs
23,7,16 19,7,14,-999,-9,-9,-9,-999,-999,-99999,0.2358,0.82,0.19,1.5,254,14,292.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,15,-999,-9,-9,-9,-999,-999,-99999,0.2168,0.82,0.2,1,999,14,294.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,16,-999,-9,-9,-9,-999,-999,-99999,0.2358,0.82,0.23,2.1,262,14,294.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,17,-999,-9,-9,-9,-999,-999,-99999,0.484,0.82,0.33,4.1,93,14,294.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,18,-999,-9,-9,-9,-999,-999,-99999,0.484,0.82,0.65,4.6,131,14,294.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,19,-999,-9,-9,-9,-999,-999,-99999,0.484,0.82,1,4.6,128,14,293.1,2,0,0,68,1010,99,NAD-SFC,NoSubs
23,7,16 19,7,20,-44.9,0.413,-9,-9,-999,637,141.4,0.1644,0.82,1,5.1,136,14,291.1,2,0,0,77,1010,1,NAD-SFC,NoSubs
23,7,16 19,7,21,-51.4,0.473,-9,-9,-999,780,185.3,0.1644,0.82,1,5.7,146,14,291.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,7,16 19,7,22,-17.4,0.159,-9,-9,-999,297,21,0.1644,0.82,1,3.1,159,14,290.1,2,0,0,82,1010,1,NAD-SFC,NoSubs
23,7,16 19,7,23,-17.4,0.159,-9,-9,-999,156,21,0.1644,0.82,1,3.1,175,14,290.1,2,0,0,82,1010,1,NAD-SFC,NoSubs
23,7,16 19,7,24,-18,0.201,-9,-9,-999,216,40.4,0.1644,0.82,1,3.1,157,14,290.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,1,-18,0.201,-9,-9,-999,216,40.4,0.1644,0.82,1,3.1,176,14,290.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,2,-23.8,0.264,-9,-9,-999,326,69.8,0.1644,0.82,1,3.6,168,14,289.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,3,-31.1,0.345,-9,-9,-999,487,119.1,0.2182,0.82,1,4.1,190,14,289.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,4,-24.6,0.329,-9,-9,-999,454,130.6,0.1644,0.82,1,4.1,179,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,5,-26.5,0.355,-9,-9,-999,507,151.6,0.2182,0.82,1,4.1,181,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,6,-26.5,0.355,-9,-9,-999,507,151.6,0.2182,0.82,1,4.1,193,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,7,-26.5,0.355,-9,-9,-999,507,151.6,0.2182,0.82,1,4.1,195,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,8,-11,0.197,-9,-9,-999,228,63.1,0.2182,0.82,0.57,2.6,191,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,9,25,0.322,0.556,0.005,247,439,-120.4,0.2182,0.82,0.3,3.1,202,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,10,60.1,0.198,0.951,0.005,515,221,-11.7,0.2182,0.82,0.22,1.5,221,14,289.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,11,115.9,0.312,1.377,0.009,812,418,-23.6,0.2182,0.82,0.2,2.6,199,14,289.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,12,136.9,0.217,1.575,0.012,1029,247,-6.7,0.2182,0.82,0.19,1.5,186,14,289.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,13,143.6,0.274,1.621,0.012,1069,344,-12.9,0.2182,0.82,0.19,2.1,196,14,290.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,14,135.5,0.404,1.607,0.011,1106,617,-43.9,0.2182,0.82,0.19,3.6,195,14,291.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,15,111.9,0.293,1.521,0.011,1134,389,-20.3,0.1644,0.82,0.2,2.6,156,14,290.1,2,0,0,77,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,16,74.7,0.242,1.337,0.011,1153,287,-17.1,0.1644,0.82,0.23,2.1,177,14,290.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,17,26.6,0.388,0.949,0.011,1160,579,-197.6,0.1644,0.82,0.32,4.1,156,14,290.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,18,-17.4,0.21,-9,-9,-999,257,48.3,0.1644,0.82,0.65,3.1,156,14,290.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,17 19,8,19,-20.7,0.277,-9,-9,-999,349,92.2,0.1644,0.82,1,3.6,175,14,289.1,2,0,0,77,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,20,-26.6,0.355,-9,-9,-999,507,150.9,0.2182,0.82,1,4.1,182,14,288.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,21,-39.2,0.521,-9,-9,-999,902,324.5,0.2182,0.82,1,5.7,192,14,287.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,22,-30.7,0.408,-9,-9,-999,635,198.8,0.2182,0.82,1,4.6,190,14,287.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,23,-34.6,0.46,-9,-9,-999,747,252.7,0.2182,0.82,1,5.1,188,14,287.1,2,0,0,82,1010,8,NAD-SFC,NoSubs
23,7,17 19,8,24,-43.2,0.571,-9,-9,-999,1035,389,0.2182,0.82,1,6.2,183,14,286.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,7,18 19,9,1,-33.8,0.371,-9,-9,-999,580,136.1,0.1644,0.82,1,4.6,163,14,286.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,2,-43.7,0.48,-9,-9,-999,797,227.5,0.1644,0.82,1,5.7,152,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,3,-43.7,0.48,-9,-9,-999,798,227.5,0.1644,0.82,1,5.7,162,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,4,-36.4,0.4,-9,-9,-999,611,157.8,0.2182,0.82,1,4.6,181,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,5,-46.9,0.515,-9,-9,-999,886,262,0.2182,0.82,1,5.7,194,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,6,-56.2,0.616,-9,-9,-999,1160,375.6,0.2182,0.82,1,6.7,187,14,286.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,7,-48.2,0.528,-9,-9,-999,929,274.3,0.1644,0.82,1,6.2,166,14,285.1,2,0,0,82,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,8,-33.2,0.489,-9,-9,-999,822,316.7,0.1644,0.82,0.57,5.7,169,14,286.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,9,33.2,0.614,0.612,0.01,248,1153,-628.1,0.1644,0.82,0.3,6.7,171,14,286.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,10,80.2,0.621,0.977,0.009,418,1173,-268.6,0.2182,0.82,0.22,6.2,182,14,286.1,2,0,0,72,1010,6,NAD-SFC,NoSubs
23,7,18 19,9,11,85.8,0.668,1.09,0.007,544,1307,-312.2,0.2182,0.82,0.2,6.7,180,14,286.1,2,0,0,67,1010,8,NAD-SFC,NoSubs
23,7,18 19,9,12,101.6,0.588,1.232,0.009,663,1092,-180.7,0.1644,0.82,0.19,6.2,169,14,286.1,2,0,0,67,1010,8,NAD-SFC,NoSubs
23,7,18 19,9,13,106.3,0.529,1.313,0.009,768,928,-125.2,0.2182,0.82,0.19,5.1,191,14,286.1,2,0,0,67,1010,8,NAD-SFC,NoSubs
23,7,18 19,9,14,100,0.527,1.335,0.009,858,919,-132,0.2182,0.82,0.19,5.1,215,14,286.1,2,0,0,67,1010,8,NAD-SFC,NoSubs
23,7,18 19,9,15,82.9,0.478,1.292,0.009,938,797,-118.9,0.2182,0.82,0.2,4.6,205,14,287.1,2,0,0,63,1010,8,NAD-SFC,NoSubs
